id,customer_code,customer_name,segment,value_tier,country
1802,C15133,客户_15133,批发型,中价值,United Kingdom
1803,C15134,客户_15134,批发型,中价值,United Kingdom
1804,C15136,客户_15136,批发型,中价值,United Kingdom
1805,C15140,客户_15140,批发型,中价值,United Kingdom
1806,C15142,客户_15142,批发型,中价值,United Kingdom
1807,C15143,客户_15143,批发型,低价值,United Kingdom
1808,C15144,客户_15144,批发型,高价值,United Kingdom
1809,C15145,客户_15145,批发型,中价值,United Kingdom
1810,C15146,客户_15146,批发型,中价值,United Kingdom
1811,C15147,客户_15147,批发型,中价值,United Kingdom
1812,C15148,客户_15148,批发型,低价值,United Kingdom
1813,C15149,客户_15149,零售型,低价值,United Kingdom
1814,C15150,客户_15150,批发型,高价值,United Kingdom
1815,C15152,客户_15152,批发型,高价值,United Kingdom
1816,C15153,客户_15153,批发型,低价值,United Kingdom
1817,C15154,客户_15154,零售型,低价值,United Kingdom
1818,C15156,客户_15156,批发型,中价值,United Kingdom
1819,C15157,客户_15157,批发型,中价值,United Kingdom
1820,C15159,客户_15159,批发型,高价值,United Kingdom
1821,C15163,客户_15163,零售型,中价值,United Kingdom
1822,C15164,客户_15164,零售型,中价值,United Kingdom
1823,C15167,客户_15167,零售型,低价值,United Kingdom
1824,C15168,客户_15168,批发型,低价值,United Kingdom
1825,C15171,客户_15171,批发型,中价值,United Kingdom
1826,C15172,客户_15172,批发型,高价值,United Kingdom
1827,C15175,客户_15175,批发型,低价值,United Kingdom
1828,C15179,客户_15179,批发型,高价值,United Kingdom
1829,C15181,客户_15181,批发型,高价值,United Kingdom
1830,C15182,客户_15182,零售型,中价值,United Kingdom
1831,C15184,客户_15184,零售型,低价值,United Kingdom
1832,C15185,客户_15185,批发型,低价值,United Kingdom
1833,C15186,客户_15186,批发型,中价值,United Kingdom
1834,C15187,客户_15187,批发型,高价值,United Kingdom
1835,C15189,客户_15189,批发型,高价值,United Kingdom
1836,C15192,客户_15192,批发型,中价值,United Kingdom
1837,C15194,客户_15194,批发型,高价值,United Kingdom
1838,C15197,客户_15197,批发型,中价值,United Kingdom
1839,C15199,客户_15199,批发型,高价值,United Kingdom
1840,C15201,客户_15201,批发型,中价值,United Kingdom
1841,C15203,客户_15203,批发型,高价值,United Kingdom
1842,C15205,客户_15205,批发型,中价值,United Kingdom
1843,C15206,客户_15206,批发型,低价值,United Kingdom
1844,C15208,客户_15208,批发型,低价值,United Kingdom
1845,C15210,客户_15210,零售型,中价值,United Kingdom
1846,C15211,客户_15211,零售型,中价值,United Kingdom
1847,C15212,客户_15212,批发型,低价值,United Kingdom
1848,C15213,客户_15213,批发型,低价值,United Kingdom
1849,C15214,客户_15214,批发型,中价值,United Kingdom
1850,C15215,客户_15215,批发型,中价值,United Kingdom
1851,C15218,客户_15218,批发型,高价值,United Kingdom
1852,C15219,客户_15219,批发型,中价值,United Kingdom
1853,C15220,客户_15220,批发型,高价值,United Kingdom
1854,C15223,客户_15223,零售型,中价值,United Kingdom
1855,C15224,客户_15224,批发型,低价值,United Kingdom
1856,C15225,客户_15225,零售型,低价值,United Kingdom
1857,C15226,客户_15226,批发型,低价值,United Kingdom
1858,C15227,客户_15227,批发型,中价值,United Kingdom
1859,C15228,客户_15228,批发型,高价值,United Kingdom
1860,C15230,客户_15230,批发型,中价值,United Kingdom
1861,C15232,客户_15232,批发型,中价值,United Kingdom
1862,C15235,客户_15235,批发型,高价值,United Kingdom
1863,C15236,客户_15236,批发型,中价值,United Kingdom
1864,C15237,客户_15237,批发型,高价值,United Kingdom
1865,C15238,客户_15238,批发型,中价值,United Kingdom
1866,C15239,客户_15239,批发型,中价值,United Kingdom
1867,C15240,客户_15240,零售型,低价值,United Kingdom
1868,C15241,客户_15241,批发型,中价值,United Kingdom
1869,C15243,客户_15243,批发型,低价值,United Kingdom
1870,C15244,客户_15244,批发型,低价值,United Kingdom
1871,C15245,客户_15245,批发型,高价值,United Kingdom
1872,C15246,客户_15246,批发型,低价值,United Kingdom
1873,C15247,客户_15247,批发型,中价值,United Kingdom
1874,C15249,客户_15249,批发型,高价值,United Kingdom
1875,C15251,客户_15251,批发型,高价值,United Kingdom
1876,C15252,客户_15252,批发型,中价值,United Kingdom
1877,C15253,客户_15253,批发型,中价值,United Kingdom
1878,C15254,客户_15254,批发型,低价值,United Kingdom
1879,C15255,客户_15255,批发型,中价值,United Kingdom
1880,C15257,客户_15257,零售型,低价值,United Kingdom
1881,C15258,客户_15258,零售型,低价值,United Kingdom
1882,C15260,客户_15260,批发型,高价值,United Kingdom
1883,C15262,客户_15262,批发型,中价值,United Kingdom
1884,C15263,客户_15263,零售型,低价值,United Kingdom
1885,C15264,客户_15264,批发型,低价值,United Kingdom
1886,C15265,客户_15265,批发型,中价值,United Kingdom
1887,C15270,客户_15270,批发型,中价值,United Kingdom
1888,C15271,客户_15271,零售型,高价值,United Kingdom
1889,C15272,客户_15272,零售型,中价值,United Kingdom
1890,C15274,客户_15274,批发型,中价值,United Kingdom
1891,C15275,客户_15275,批发型,中价值,United Kingdom
1892,C15276,客户_15276,零售型,低价值,United Kingdom
1893,C15280,客户_15280,批发型,低价值,United Kingdom
1894,C15281,客户_15281,批发型,高价值,United Kingdom
1895,C15286,客户_15286,批发型,中价值,United Kingdom
1896,C15287,客户_15287,批发型,低价值,United Kingdom
1897,C15288,客户_15288,批发型,高价值,United Kingdom
1898,C15289,客户_15289,批发型,中价值,United Kingdom
1899,C15290,客户_15290,批发型,高价值,United Kingdom
1900,C15291,客户_15291,批发型,高价值,United Kingdom
1901,C15296,客户_15296,批发型,高价值,United Kingdom
1902,C15297,客户_15297,批发型,中价值,United Kingdom
1903,C15298,客户_15298,批发型,高价值,United Kingdom
1904,C15299,客户_15299,批发型,高价值,United Kingdom
1905,C15300,客户_15300,批发型,低价值,United Kingdom
1906,C15301,客户_15301,批发型,高价值,United Kingdom
1907,C15303,客户_15303,批发型,中价值,United Kingdom
1908,C15304,客户_15304,零售型,中价值,United Kingdom
1909,C15306,客户_15306,批发型,高价值,United Kingdom
1910,C15308,客户_15308,零售型,中价值,United Kingdom
1911,C15311,客户_15311,零售型,高价值,United Kingdom
1912,C15312,客户_15312,批发型,中价值,United Kingdom
1913,C15314,客户_15314,批发型,低价值,United Kingdom
1914,C15315,客户_15315,批发型,低价值,United Kingdom
1915,C15318,客户_15318,批发型,低价值,United Kingdom
1916,C15319,客户_15319,批发型,低价值,United Kingdom
1917,C15320,客户_15320,零售型,低价值,United Kingdom
1918,C15321,客户_15321,批发型,高价值,United Kingdom
1919,C15322,客户_15322,批发型,中价值,United Kingdom
1920,C15325,客户_15325,零售型,低价值,United Kingdom
1921,C15326,客户_15326,批发型,低价值,United Kingdom
1922,C15327,客户_15327,批发型,低价值,United Kingdom
1923,C15329,客户_15329,批发型,中价值,United Kingdom
1924,C15330,客户_15330,批发型,中价值,United Kingdom
1925,C15332,客户_15332,批发型,中价值,United Kingdom
1926,C15333,客户_15333,批发型,高价值,United Kingdom
1927,C15334,客户_15334,零售型,低价值,United Kingdom
1928,C15335,客户_15335,零售型,低价值,United Kingdom
1929,C15339,客户_15339,零售型,中价值,United Kingdom
1930,C15342,客户_15342,批发型,低价值,United Kingdom
1931,C15343,客户_15343,零售型,低价值,United Kingdom
1932,C15344,客户_15344,批发型,低价值,United Kingdom
1933,C15345,客户_15345,批发型,低价值,United Kingdom
1934,C15346,客户_15346,批发型,低价值,United Kingdom
1935,C15349,客户_15349,零售型,低价值,United Kingdom
1936,C15350,客户_15350,批发型,低价值,United Kingdom
1937,C15351,客户_15351,零售型,高价值,United Kingdom
1938,C15353,客户_15353,零售型,中价值,United Kingdom
1939,C15355,客户_15355,零售型,中价值,United Kingdom
1940,C15356,客户_15356,零售型,高价值,United Kingdom
1941,C15358,客户_15358,批发型,高价值,United Kingdom
1942,C15360,客户_15360,批发型,中价值,United Kingdom
1943,C15361,客户_15361,批发型,低价值,United Kingdom
1944,C15363,客户_15363,零售型,低价值,United Kingdom
1945,C15365,客户_15365,批发型,高价值,United Kingdom
1946,C15366,客户_15366,批发型,中价值,United Kingdom
1947,C15367,客户_15367,批发型,高价值,United Kingdom
1948,C15368,客户_15368,批发型,高价值,United Kingdom
1949,C15370,客户_15370,批发型,高价值,United Kingdom
1950,C15372,客户_15372,批发型,高价值,United Kingdom
1951,C15373,客户_15373,零售型,高价值,United Kingdom
1952,C15376,客户_15376,零售型,中价值,United Kingdom
1953,C15379,客户_15379,批发型,高价值,United Kingdom
1954,C15380,客户_15380,零售型,低价值,United Kingdom
1955,C15382,客户_15382,批发型,高价值,United Kingdom
1956,C15384,客户_15384,批发型,中价值,United Kingdom
1957,C15385,客户_15385,批发型,低价值,United Kingdom
1958,C15386,客户_15386,批发型,低价值,United Kingdom
1959,C15388,客户_15388,零售型,低价值,United Kingdom
1960,C15392,客户_15392,批发型,高价值,United Kingdom
1961,C15393,客户_15393,批发型,中价值,United Kingdom
1962,C15394,客户_15394,批发型,高价值,United Kingdom
1963,C15395,客户_15395,零售型,低价值,United Kingdom
1964,C15398,客户_15398,批发型,高价值,United Kingdom
1965,C15399,客户_15399,批发型,中价值,United Kingdom
1966,C15400,客户_15400,批发型,中价值,United Kingdom
1967,C15402,客户_15402,零售型,中价值,United Kingdom
1968,C15405,客户_15405,批发型,低价值,United Kingdom
1969,C15406,客户_15406,零售型,中价值,United Kingdom
1970,C15407,客户_15407,零售型,中价值,United Kingdom
1971,C15408,客户_15408,零售型,低价值,United Kingdom
1972,C15410,客户_15410,批发型,高价值,United Kingdom
1973,C15411,客户_15411,零售型,中价值,United Kingdom
1974,C15414,客户_15414,批发型,中价值,United Kingdom
1975,C15415,客户_15415,批发型,低价值,United Kingdom
1976,C15416,客户_15416,批发型,高价值,United Kingdom
1977,C15417,客户_15417,批发型,中价值,United Kingdom
1978,C15419,客户_15419,批发型,低价值,United Kingdom
1979,C15421,客户_15421,批发型,中价值,United Kingdom
1980,C15422,客户_15422,批发型,低价值,United Kingdom
1981,C15426,客户_15426,零售型,高价值,United Kingdom
1982,C15427,客户_15427,零售型,高价值,United Kingdom
1983,C15428,客户_15428,批发型,低价值,United Kingdom
1984,C15429,客户_15429,零售型,低价值,United Kingdom
1985,C15432,客户_15432,批发型,低价值,United Kingdom
1986,C15433,客户_15433,批发型,中价值,United Kingdom
1987,C15434,客户_15434,零售型,高价值,United Kingdom
1988,C15435,客户_15435,零售型,低价值,United Kingdom
1989,C15436,客户_15436,零售型,中价值,United Kingdom
1990,C15437,客户_15437,零售型,低价值,United Kingdom
1991,C15438,客户_15438,零售型,低价值,United Kingdom
1992,C15440,客户_15440,零售型,低价值,United Kingdom
1993,C15443,客户_15443,零售型,高价值,United Kingdom
1994,C15444,客户_15444,零售型,高价值,United Kingdom
1995,C15445,客户_15445,批发型,低价值,United Kingdom
1996,C15447,客户_15447,零售型,低价值,United Kingdom
1997,C15448,客户_15448,批发型,低价值,United Kingdom
1998,C15449,客户_15449,批发型,中价值,United Kingdom
1999,C15450,客户_15450,批发型,中价值,United Kingdom
2000,C15452,客户_15452,批发型,低价值,United Kingdom
2001,C15453,客户_15453,零售型,中价值,United Kingdom
2002,C15454,客户_15454,零售型,低价值,United Kingdom
2003,C15456,客户_15456,零售型,低价值,United Kingdom
2004,C15457,客户_15457,零售型,低价值,United Kingdom
2005,C15458,客户_15458,批发型,中价值,United Kingdom
2006,C15460,客户_15460,零售型,低价值,United Kingdom
2007,C15462,客户_15462,批发型,低价值,United Kingdom
2008,C15463,客户_15463,批发型,中价值,United Kingdom
2009,C15464,客户_15464,零售型,中价值,United Kingdom
2010,C15465,客户_15465,零售型,高价值,United Kingdom
2011,C15466,客户_15466,零售型,低价值,United Kingdom
2012,C15467,客户_15467,零售型,低价值,United Kingdom
2013,C15468,客户_15468,零售型,中价值,United Kingdom
2014,C15469,客户_15469,零售型,低价值,United Kingdom
2015,C15471,客户_15471,零售型,低价值,United Kingdom
2016,C15472,客户_15472,批发型,中价值,United Kingdom
2017,C15473,客户_15473,批发型,高价值,United Kingdom
2018,C15475,客户_15475,批发型,低价值,United Kingdom
2019,C15478,客户_15478,批发型,高价值,United Kingdom
2020,C15480,客户_15480,批发型,中价值,United Kingdom
2021,C15482,客户_15482,批发型,高价值,United Kingdom
2022,C15483,客户_15483,零售型,低价值,United Kingdom
2023,C15484,客户_15484,批发型,高价值,United Kingdom
2024,C15485,客户_15485,批发型,高价值,United Kingdom
2025,C15488,客户_15488,零售型,低价值,United Kingdom
2026,C15489,客户_15489,批发型,中价值,United Kingdom
2027,C15491,客户_15491,批发型,高价值,United Kingdom
2028,C15492,客户_15492,批发型,中价值,United Kingdom
2029,C15493,客户_15493,零售型,高价值,United Kingdom
2030,C15494,客户_15494,零售型,中价值,United Kingdom
2031,C15497,客户_15497,批发型,高价值,United Kingdom
2032,C15498,客户_15498,批发型,高价值,United Kingdom
2033,C15500,客户_15500,批发型,中价值,United Kingdom
2034,C15502,客户_15502,批发型,高价值,United Kingdom
2035,C15503,客户_15503,零售型,低价值,United Kingdom
2036,C15505,客户_15505,批发型,高价值,United Kingdom
2037,C15506,客户_15506,零售型,中价值,United Kingdom
2038,C15507,客户_15507,零售型,中价值,United Kingdom
2039,C15508,客户_15508,零售型,中价值,United Kingdom
2040,C15511,客户_15511,零售型,中价值,United Kingdom
2041,C15512,客户_15512,批发型,低价值,United Kingdom
2042,C15513,客户_15513,批发型,高价值,United Kingdom
2043,C15514,客户_15514,零售型,高价值,United Kingdom
2044,C15516,客户_15516,零售型,低价值,United Kingdom
2045,C15517,客户_15517,零售型,低价值,United Kingdom
2046,C15518,客户_15518,零售型,高价值,United Kingdom
2047,C15520,客户_15520,零售型,低价值,United Kingdom
2048,C15521,客户_15521,批发型,高价值,United Kingdom
2049,C15522,客户_15522,零售型,中价值,United Kingdom
2050,C15525,客户_15525,零售型,中价值,United Kingdom
2051,C15527,客户_15527,批发型,高价值,United Kingdom
2052,C15528,客户_15528,零售型,低价值,United Kingdom
2053,C15529,客户_15529,零售型,高价值,United Kingdom
2054,C15530,客户_15530,零售型,中价值,United Kingdom
2055,C15531,客户_15531,零售型,高价值,United Kingdom
2056,C15532,客户_15532,零售型,高价值,United Kingdom
2057,C15533,客户_15533,零售型,高价值,United Kingdom
2058,C15535,客户_15535,零售型,中价值,United Kingdom
2059,C15537,客户_15537,零售型,低价值,United Kingdom
2060,C15539,客户_15539,批发型,中价值,United Kingdom
2061,C15541,客户_15541,零售型,低价值,United Kingdom
2062,C15543,客户_15543,零售型,低价值,United Kingdom
2063,C15544,客户_15544,批发型,高价值,United Kingdom
2064,C15545,客户_15545,零售型,低价值,United Kingdom
2065,C15547,客户_15547,零售型,高价值,United Kingdom
2066,C15549,客户_15549,零售型,中价值,United Kingdom
2067,C15550,客户_15550,零售型,低价值,United Kingdom
2068,C15551,客户_15551,批发型,中价值,United Kingdom
2069,C15552,客户_15552,零售型,低价值,United Kingdom
2070,C15553,客户_15553,零售型,低价值,United Kingdom
2071,C15554,客户_15554,零售型,低价值,United Kingdom
2072,C15555,客户_15555,零售型,高价值,United Kingdom
2073,C15556,客户_15556,批发型,低价值,United Kingdom
2074,C15561,客户_15561,批发型,中价值,United Kingdom
2075,C15563,客户_15563,批发型,中价值,United Kingdom
2076,C15565,客户_15565,批发型,低价值,United Kingdom
2077,C15567,客户_15567,批发型,低价值,United Kingdom
2078,C15568,客户_15568,批发型,高价值,United Kingdom
2079,C15569,客户_15569,批发型,高价值,United Kingdom
2080,C15570,客户_15570,零售型,高价值,United Kingdom
2081,C15571,客户_15571,零售型,中价值,United Kingdom
2082,C15572,客户_15572,零售型,高价值,United Kingdom
2083,C15573,客户_15573,零售型,中价值,United Kingdom
2084,C15574,客户_15574,零售型,中价值,United Kingdom
2085,C15576,客户_15576,零售型,中价值,United Kingdom
2086,C15577,客户_15577,零售型,低价值,United Kingdom
2087,C15579,客户_15579,零售型,中价值,United Kingdom
2088,C15581,客户_15581,零售型,高价值,United Kingdom
2089,C15582,客户_15582,批发型,中价值,United Kingdom
2090,C15584,客户_15584,零售型,中价值,United Kingdom
2091,C15585,客户_15585,批发型,中价值,United Kingdom
2092,C15587,客户_15587,批发型,高价值,United Kingdom
2093,C15589,客户_15589,批发型,低价值,United Kingdom
2094,C15592,客户_15592,批发型,低价值,United Kingdom
2095,C15594,客户_15594,零售型,高价值,United Kingdom
2096,C15596,客户_15596,批发型,高价值,United Kingdom
2097,C15597,客户_15597,批发型,低价值,United Kingdom
2098,C15599,客户_15599,批发型,中价值,United Kingdom
2099,C15601,客户_15601,批发型,高价值,United Kingdom
2100,C15602,客户_15602,批发型,中价值,United Kingdom
2101,C15604,客户_15604,批发型,低价值,United Kingdom
2102,C15605,客户_15605,零售型,中价值,United Kingdom
2103,C15606,客户_15606,批发型,高价值,United Kingdom
2104,C15607,客户_15607,批发型,低价值,United Kingdom
2105,C15608,客户_15608,批发型,中价值,United Kingdom
2106,C15609,客户_15609,零售型,低价值,United Kingdom
2107,C15611,客户_15611,批发型,中价值,United Kingdom
2108,C15615,客户_15615,批发型,高价值,United Kingdom
2109,C15618,客户_15618,批发型,中价值,United Kingdom
2110,C15620,客户_15620,批发型,中价值,United Kingdom
2111,C15621,客户_15621,批发型,低价值,United Kingdom
2112,C15622,客户_15622,批发型,高价值,United Kingdom
2113,C15623,客户_15623,零售型,中价值,United Kingdom
2114,C15624,客户_15624,批发型,中价值,United Kingdom
2115,C15625,客户_15625,批发型,中价值,United Kingdom
2116,C15626,客户_15626,批发型,中价值,United Kingdom
2117,C15628,客户_15628,批发型,高价值,United Kingdom
2118,C15630,客户_15630,批发型,中价值,United Kingdom
2119,C15632,客户_15632,批发型,高价值,United Kingdom
2120,C15634,客户_15634,批发型,低价值,United Kingdom
2121,C15636,客户_15636,批发型,中价值,United Kingdom
2122,C15637,客户_15637,零售型,低价值,United Kingdom
2123,C15639,客户_15639,批发型,低价值,United Kingdom
2124,C15640,客户_15640,批发型,高价值,United Kingdom
2125,C15641,客户_15641,批发型,高价值,United Kingdom
2126,C15643,客户_15643,零售型,中价值,United Kingdom
2127,C15644,客户_15644,零售型,中价值,United Kingdom
2128,C15645,客户_15645,零售型,低价值,United Kingdom
2129,C15646,客户_15646,零售型,低价值,United Kingdom
2130,C15651,客户_15651,批发型,低价值,United Kingdom
2131,C15652,客户_15652,批发型,中价值,United Kingdom
2132,C15653,客户_15653,批发型,高价值,United Kingdom
2133,C15654,客户_15654,批发型,中价值,United Kingdom
2134,C15655,客户_15655,批发型,低价值,United Kingdom
2135,C15656,客户_15656,零售型,中价值,United Kingdom
2136,C15658,客户_15658,零售型,中价值,United Kingdom
2137,C15659,客户_15659,批发型,中价值,United Kingdom
2138,C15660,客户_15660,批发型,高价值,United Kingdom
2139,C15661,客户_15661,批发型,低价值,United Kingdom
2140,C15664,客户_15664,批发型,低价值,United Kingdom
2141,C15665,客户_15665,批发型,高价值,United Kingdom
2142,C15667,客户_15667,批发型,低价值,United Kingdom
2143,C15669,客户_15669,批发型,中价值,United Kingdom
2144,C15670,客户_15670,批发型,低价值,United Kingdom
2145,C15671,客户_15671,批发型,高价值,United Kingdom
2146,C15673,客户_15673,批发型,高价值,United Kingdom
2147,C15674,客户_15674,批发型,高价值,United Kingdom
2148,C15675,客户_15675,批发型,低价值,United Kingdom
2149,C15676,客户_15676,批发型,高价值,United Kingdom
2150,C15677,客户_15677,批发型,低价值,United Kingdom
2151,C15678,客户_15678,批发型,中价值,United Kingdom
2152,C15679,客户_15679,批发型,中价值,United Kingdom
2153,C15680,客户_15680,批发型,高价值,United Kingdom
2154,C15681,客户_15681,批发型,高价值,United Kingdom
2155,C15683,客户_15683,批发型,低价值,United Kingdom
2156,C15687,客户_15687,批发型,高价值,United Kingdom
2157,C15689,客户_15689,批发型,低价值,United Kingdom
2158,C15690,客户_15690,批发型,低价值,United Kingdom
2159,C15692,客户_15692,批发型,中价值,United Kingdom
2160,C15694,客户_15694,批发型,高价值,United Kingdom
2161,C15695,客户_15695,零售型,低价值,United Kingdom
2162,C15696,客户_15696,零售型,高价值,United Kingdom
2163,C15699,客户_15699,批发型,低价值,United Kingdom
2164,C15700,客户_15700,零售型,中价值,United Kingdom
2165,C15701,客户_15701,零售型,高价值,United Kingdom
2166,C15703,客户_15703,批发型,中价值,United Kingdom
2167,C15704,客户_15704,批发型,高价值,United Kingdom
2168,C15706,客户_15706,零售型,中价值,United Kingdom
2169,C15707,客户_15707,零售型,中价值,United Kingdom
2170,C15708,客户_15708,零售型,高价值,United Kingdom
2171,C15712,客户_15712,批发型,中价值,United Kingdom
2172,C15713,客户_15713,批发型,中价值,United Kingdom
2173,C15714,客户_15714,零售型,中价值,United Kingdom
2174,C15716,客户_15716,零售型,高价值,United Kingdom
2175,C15717,客户_15717,批发型,中价值,United Kingdom
2176,C15719,客户_15719,零售型,高价值,United Kingdom
2177,C15720,客户_15720,零售型,中价值,United Kingdom
2178,C15721,客户_15721,零售型,低价值,United Kingdom
2179,C15722,客户_15722,批发型,高价值,United Kingdom
2180,C15723,客户_15723,零售型,低价值,United Kingdom
2181,C15724,客户_15724,批发型,低价值,United Kingdom
2182,C15725,客户_15725,批发型,中价值,United Kingdom
2183,C15727,客户_15727,批发型,高价值,United Kingdom
2184,C15729,客户_15729,零售型,低价值,United Kingdom
2185,C15730,客户_15730,批发型,中价值,United Kingdom
2186,C15732,客户_15732,批发型,中价值,United Kingdom
2187,C15734,客户_15734,批发型,低价值,United Kingdom
2188,C15737,客户_15737,零售型,中价值,United Kingdom
2189,C15738,客户_15738,批发型,高价值,United Kingdom
2190,C15739,客户_15739,零售型,低价值,United Kingdom
2191,C15740,客户_15740,零售型,低价值,United Kingdom
2192,C15743,客户_15743,零售型,中价值,United Kingdom
2193,C15744,客户_15744,批发型,低价值,United Kingdom
2194,C15745,客户_15745,零售型,中价值,United Kingdom
2195,C15746,客户_15746,零售型,低价值,United Kingdom
2196,C15747,客户_15747,零售型,中价值,United Kingdom
2197,C15748,客户_15748,零售型,低价值,United Kingdom
2198,C15749,客户_15749,批发型,高价值,United Kingdom
2199,C15750,客户_15750,零售型,高价值,United Kingdom
2200,C15752,客户_15752,零售型,高价值,United Kingdom
2201,C15755,客户_15755,批发型,高价值,United Kingdom
2202,C15756,客户_15756,零售型,中价值,United Kingdom
2203,C15757,客户_15757,批发型,低价值,United Kingdom
2204,C15758,客户_15758,批发型,低价值,United Kingdom
2205,C15759,客户_15759,批发型,中价值,United Kingdom
2206,C15762,客户_15762,批发型,低价值,United Kingdom
2207,C15763,客户_15763,零售型,高价值,United Kingdom
2208,C15764,客户_15764,批发型,高价值,United Kingdom
2209,C15768,客户_15768,批发型,中价值,United Kingdom
2210,C15769,客户_15769,批发型,高价值,United Kingdom
2211,C15773,客户_15773,批发型,低价值,United Kingdom
2212,C15774,客户_15774,零售型,低价值,United Kingdom
2213,C15776,客户_15776,批发型,低价值,United Kingdom
2214,C15777,客户_15777,批发型,中价值,United Kingdom
2215,C15780,客户_15780,批发型,中价值,United Kingdom
2216,C15781,客户_15781,批发型,低价值,United Kingdom
2217,C15782,客户_15782,批发型,高价值,United Kingdom
2218,C15785,客户_15785,批发型,高价值,United Kingdom
2219,C15786,客户_15786,批发型,高价值,United Kingdom
2220,C15787,客户_15787,零售型,高价值,United Kingdom
2221,C15789,客户_15789,批发型,低价值,United Kingdom
2222,C15790,客户_15790,零售型,低价值,United Kingdom
2223,C15791,客户_15791,批发型,高价值,United Kingdom
2224,C15793,客户_15793,批发型,中价值,United Kingdom
2225,C15795,客户_15795,批发型,中价值,United Kingdom
2226,C15796,客户_15796,批发型,高价值,United Kingdom
2227,C15799,客户_15799,批发型,中价值,United Kingdom
2228,C15800,客户_15800,零售型,中价值,United Kingdom
2229,C15801,客户_15801,批发型,中价值,United Kingdom
2230,C15803,客户_15803,批发型,低价值,United Kingdom
2231,C15804,客户_15804,批发型,高价值,United Kingdom
2232,C15805,客户_15805,批发型,高价值,United Kingdom
2233,C15806,客户_15806,批发型,中价值,United Kingdom
2234,C15807,客户_15807,批发型,中价值,United Kingdom
2235,C15808,客户_15808,零售型,高价值,United Kingdom
2236,C15809,客户_15809,批发型,低价值,United Kingdom
2237,C15810,客户_15810,批发型,高价值,United Kingdom
2238,C15811,客户_15811,批发型,高价值,United Kingdom
2239,C15812,客户_15812,批发型,低价值,United Kingdom
2240,C15813,客户_15813,批发型,中价值,United Kingdom
2241,C15814,客户_15814,批发型,高价值,United Kingdom
2242,C15815,客户_15815,批发型,中价值,United Kingdom
2243,C15819,客户_15819,批发型,高价值,United Kingdom
2244,C15820,客户_15820,零售型,低价值,United Kingdom
2245,C15821,客户_15821,零售型,中价值,United Kingdom
2246,C15822,客户_15822,批发型,高价值,United Kingdom
2247,C15825,客户_15825,零售型,低价值,United Kingdom
2248,C15826,客户_15826,批发型,中价值,United Kingdom
2249,C15827,客户_15827,批发型,高价值,United Kingdom
2250,C15829,客户_15829,批发型,中价值,United Kingdom
2251,C15830,客户_15830,批发型,低价值,United Kingdom
2252,C15831,客户_15831,零售型,中价值,United Kingdom
2253,C15832,客户_15832,零售型,低价值,United Kingdom
2254,C15834,客户_15834,零售型,高价值,United Kingdom
2255,C15835,客户_15835,批发型,中价值,United Kingdom
2256,C15837,客户_15837,批发型,低价值,United Kingdom
2257,C15838,客户_15838,批发型,高价值,United Kingdom
2258,C15839,客户_15839,批发型,高价值,United Kingdom
2259,C15840,客户_15840,批发型,中价值,United Kingdom
2260,C15841,客户_15841,批发型,中价值,United Kingdom
2261,C15843,客户_15843,零售型,低价值,United Kingdom
2262,C15844,客户_15844,批发型,低价值,United Kingdom
2263,C15845,客户_15845,批发型,高价值,United Kingdom
2264,C15847,客户_15847,批发型,低价值,United Kingdom
2265,C15850,客户_15850,零售型,低价值,United Kingdom
2266,C15852,客户_15852,零售型,中价值,United Kingdom
2267,C15853,客户_15853,零售型,低价值,United Kingdom
2268,C15854,客户_15854,零售型,高价值,United Kingdom
2269,C15855,客户_15855,批发型,中价值,United Kingdom
2270,C15856,客户_15856,批发型,高价值,United Kingdom
2271,C15857,客户_15857,批发型,低价值,United Kingdom
2272,C15858,客户_15858,零售型,中价值,United Kingdom
2273,C15860,客户_15860,零售型,中价值,United Kingdom
2274,C15861,客户_15861,零售型,高价值,United Kingdom
2275,C15862,客户_15862,零售型,中价值,United Kingdom
2276,C15864,客户_15864,批发型,高价值,United Kingdom
2277,C15865,客户_15865,批发型,中价值,United Kingdom
2278,C15866,客户_15866,零售型,低价值,United Kingdom
2279,C15867,客户_15867,零售型,高价值,United Kingdom
2280,C15869,客户_15869,批发型,中价值,United Kingdom
2281,C15870,客户_15870,零售型,低价值,United Kingdom
2282,C15872,客户_15872,零售型,低价值,United Kingdom
2283,C15874,客户_15874,批发型,高价值,United Kingdom
2284,C15877,客户_15877,零售型,低价值,United Kingdom
2285,C15880,客户_15880,零售型,低价值,United Kingdom
2286,C15881,客户_15881,零售型,低价值,United Kingdom
2287,C15882,客户_15882,批发型,高价值,United Kingdom
2288,C15883,客户_15883,零售型,中价值,United Kingdom
2289,C15885,客户_15885,批发型,中价值,United Kingdom
2290,C15888,客户_15888,零售型,中价值,United Kingdom
2291,C15889,客户_15889,零售型,低价值,United Kingdom
2292,C15891,客户_15891,零售型,中价值,United Kingdom
2293,C15894,客户_15894,零售型,低价值,United Kingdom
2294,C15895,客户_15895,批发型,高价值,United Kingdom
2295,C15897,客户_15897,零售型,低价值,United Kingdom
2296,C15898,客户_15898,零售型,中价值,United Kingdom
2297,C15900,客户_15900,批发型,低价值,United Kingdom
2298,C15901,客户_15901,零售型,低价值,United Kingdom
2299,C15903,客户_15903,批发型,高价值,United Kingdom
2300,C15904,客户_15904,批发型,低价值,United Kingdom
