id,record_date,cattle_id,farm_id,milk_yield,fat_rate,protein_rate,lactation_stage
19370,2026-03-15,352,2,22.3,3.89,3.31,泌乳后期
19371,2026-03-25,352,2,24.8,4.09,3.2,泌乳后期
19372,2026-03-05,353,2,26.6,3.83,3.22,泌乳初期
19373,2026-03-15,353,2,25.1,3.87,3.42,泌乳初期
19374,2026-03-25,353,2,25.1,3.86,3.28,泌乳初期
19375,2026-03-05,354,2,25.9,4.04,3.29,泌乳初期
19376,2026-03-15,354,2,25.8,4.01,3.25,泌乳初期
19377,2026-03-25,354,2,25.4,4.07,3.14,泌乳初期
19378,2026-03-05,355,2,17.6,5.23,3.91,泌乳后期
19379,2026-03-15,355,2,16.3,5.34,3.86,泌乳后期
19380,2026-03-25,355,2,16.0,5.5,3.88,泌乳后期
19381,2026-03-05,356,2,23.3,3.94,3.34,泌乳后期
19382,2026-03-15,356,2,22.4,4.01,3.33,泌乳后期
19383,2026-03-25,356,2,23.5,3.92,3.38,泌乳后期
19384,2026-03-05,357,2,28.6,3.77,3.19,泌乳初期
19385,2026-03-15,357,2,28.5,3.97,3.22,泌乳初期
19386,2026-03-25,357,2,29.7,3.88,3.21,泌乳初期
19387,2026-03-05,358,2,27.0,3.86,3.1,泌乳中期
19388,2026-03-15,358,2,26.8,3.93,3.2,泌乳中期
19389,2026-03-25,358,2,26.9,3.96,3.17,泌乳中期
19390,2026-03-05,361,2,22.1,3.97,3.32,泌乳后期
19391,2026-03-15,361,2,22.8,4.11,3.38,泌乳后期
19392,2026-03-25,361,2,24.4,3.93,3.22,泌乳后期
19393,2026-03-05,362,2,29.2,3.9,3.24,泌乳初期
19394,2026-03-15,362,2,30.0,3.83,3.21,泌乳初期
19395,2026-03-25,362,2,28.4,3.72,3.26,泌乳初期
19396,2026-03-05,363,2,23.6,4.05,3.26,泌乳后期
19397,2026-03-15,363,2,24.8,3.55,3.33,泌乳后期
19398,2026-03-25,363,2,22.3,4.0,3.27,泌乳后期
19399,2026-03-05,364,2,23.7,3.82,3.18,泌乳后期
19400,2026-03-15,364,2,22.0,3.81,3.25,泌乳后期
19401,2026-03-25,364,2,22.8,4.03,3.28,泌乳后期
19402,2026-03-05,365,2,27.1,3.81,3.2,泌乳中期
19403,2026-03-15,365,2,26.8,4.2,3.21,泌乳中期
19404,2026-03-25,365,2,27.8,3.75,3.19,泌乳中期
19405,2026-03-05,367,2,18.0,4.3,3.32,泌乳初期
19406,2026-03-15,367,2,18.3,4.22,3.42,泌乳初期
19407,2026-03-25,367,2,17.7,4.23,3.5,泌乳初期
19408,2026-03-05,368,2,22.2,4.46,3.45,泌乳中期
19409,2026-03-15,368,2,21.1,4.29,3.48,泌乳中期
19410,2026-03-25,368,2,24.0,4.17,3.54,泌乳中期
19411,2026-03-05,369,2,31.9,4.08,3.19,泌乳中期
19412,2026-03-15,369,2,32.3,3.76,3.11,泌乳中期
19413,2026-03-25,369,2,33.0,3.62,3.24,泌乳中期
19414,2026-03-05,370,2,33.6,3.9,3.27,泌乳中期
19415,2026-03-15,370,2,32.6,3.83,3.22,泌乳中期
19416,2026-03-25,370,2,31.7,3.72,3.25,泌乳中期
19417,2026-03-05,371,2,32.1,3.87,3.07,泌乳中期
19418,2026-03-15,371,2,30.0,4.11,3.13,泌乳中期
19419,2026-03-25,371,2,32.3,3.82,3.14,泌乳中期
19420,2026-03-05,372,2,31.4,3.96,3.14,泌乳中期
19421,2026-03-15,372,2,32.9,3.77,3.27,泌乳中期
19422,2026-03-25,372,2,31.8,3.9,3.11,泌乳中期
19423,2026-03-05,376,2,33.1,3.53,3.23,泌乳中期
19424,2026-03-15,376,2,30.1,3.94,3.3,泌乳中期
19425,2026-03-25,376,2,32.3,3.52,3.13,泌乳中期
19426,2026-03-05,377,2,30.9,3.8,3.22,泌乳中期
19427,2026-03-15,377,2,31.7,3.8,3.17,泌乳中期
19428,2026-03-25,377,2,32.0,3.82,3.23,泌乳中期
19429,2026-03-05,378,2,20.7,4.04,3.31,泌乳后期
19430,2026-03-15,378,2,18.7,4.18,3.24,泌乳后期
19431,2026-03-25,378,2,20.0,4.01,3.29,泌乳后期
19432,2026-03-05,379,2,25.2,5.18,3.82,泌乳中期
19433,2026-03-15,379,2,26.1,5.2,3.75,泌乳中期
19434,2026-03-25,379,2,27.0,5.03,3.78,泌乳中期
19435,2026-03-05,380,2,19.9,4.24,3.3,泌乳后期
19436,2026-03-15,380,2,19.6,4.19,3.23,泌乳后期
19437,2026-03-25,380,2,20.5,4.24,3.32,泌乳后期
19438,2026-03-05,381,2,26.6,3.8,3.29,泌乳中期
19439,2026-03-15,381,2,27.4,3.87,3.4,泌乳中期
19440,2026-03-25,381,2,26.9,4.12,3.42,泌乳中期
19441,2026-03-05,384,2,26.1,3.86,3.28,泌乳初期
19442,2026-03-15,384,2,28.8,4.07,3.29,泌乳初期
19443,2026-03-25,384,2,27.7,3.84,3.3,泌乳初期
19444,2026-03-05,385,2,19.1,5.57,3.95,泌乳后期
19445,2026-03-15,385,2,20.1,5.3,3.75,泌乳后期
19446,2026-03-25,385,2,17.9,5.34,3.95,泌乳后期
19447,2026-03-05,386,2,27.5,3.94,3.18,泌乳初期
19448,2026-03-15,386,2,24.0,3.8,3.22,泌乳初期
19449,2026-03-25,386,2,27.0,3.83,3.12,泌乳初期
19450,2026-03-05,387,2,24.0,3.92,3.23,泌乳后期
19451,2026-03-15,387,2,23.2,3.97,3.34,泌乳后期
19452,2026-03-25,387,2,22.7,4.16,3.34,泌乳后期
19453,2026-03-05,388,2,32.3,3.61,3.2,泌乳中期
19454,2026-03-15,388,2,32.5,3.81,3.27,泌乳中期
19455,2026-03-25,388,2,32.1,3.73,3.34,泌乳中期
19456,2026-03-05,389,2,28.6,3.68,3.25,泌乳初期
19457,2026-03-15,389,2,26.9,3.82,3.18,泌乳初期
19458,2026-03-25,389,2,27.6,3.94,3.29,泌乳初期
19459,2026-03-05,390,2,23.5,5.42,3.89,泌乳初期
19460,2026-03-15,390,2,22.0,5.22,3.81,泌乳初期
19461,2026-03-25,390,2,21.8,5.54,3.84,泌乳初期
19462,2026-03-05,391,2,32.7,3.51,3.21,泌乳中期
19463,2026-03-15,391,2,32.3,3.62,3.19,泌乳中期
19464,2026-03-25,391,2,33.4,3.99,3.02,泌乳中期
19465,2026-03-05,392,2,19.7,4.37,3.4,泌乳初期
19466,2026-03-15,392,2,18.1,4.09,3.46,泌乳初期
19467,2026-03-25,392,2,17.8,4.2,3.48,泌乳初期
19468,2026-03-05,393,2,23.6,3.83,3.28,泌乳后期
19469,2026-03-15,393,2,24.5,4.15,3.24,泌乳后期
19470,2026-03-25,393,2,24.2,3.95,3.32,泌乳后期
19471,2026-03-05,394,2,26.1,5.28,3.82,泌乳中期
19472,2026-03-15,394,2,25.5,5.26,3.89,泌乳中期
19473,2026-03-25,394,2,25.5,5.21,3.85,泌乳中期
19474,2026-03-05,395,2,24.0,3.82,3.3,泌乳后期
19475,2026-03-15,395,2,24.0,4.12,3.32,泌乳后期
19476,2026-03-25,395,2,23.1,4.22,3.27,泌乳后期
19477,2026-03-05,396,2,19.9,4.29,3.41,泌乳初期
19478,2026-03-15,396,2,19.5,4.42,3.46,泌乳初期
19479,2026-03-25,396,2,20.2,4.5,3.49,泌乳初期
19480,2026-03-05,398,2,31.4,3.77,3.23,泌乳中期
19481,2026-03-15,398,2,33.1,3.9,3.24,泌乳中期
19482,2026-03-25,398,2,31.6,3.9,3.17,泌乳中期
19483,2026-03-05,399,2,16.9,4.21,3.48,泌乳后期
19484,2026-03-15,399,2,15.6,4.63,3.5,泌乳后期
19485,2026-03-25,399,2,17.1,4.51,3.46,泌乳后期
19486,2026-03-05,400,2,23.7,3.96,3.34,泌乳后期
19487,2026-03-15,400,2,24.2,4.06,3.28,泌乳后期
19488,2026-03-25,400,2,24.6,4.09,3.13,泌乳后期
19489,2026-03-05,401,2,23.8,4.14,3.38,泌乳中期
19490,2026-03-15,401,2,22.4,4.42,3.49,泌乳中期
19491,2026-03-25,401,2,22.6,4.42,3.32,泌乳中期
19492,2026-03-05,402,2,19.5,4.18,3.42,泌乳后期
19493,2026-03-15,402,2,19.0,3.89,3.2,泌乳后期
19494,2026-03-25,402,2,19.9,3.95,3.39,泌乳后期
19495,2026-03-05,403,2,27.5,5.33,3.64,泌乳中期
19496,2026-03-15,403,2,27.1,5.17,3.73,泌乳中期
19497,2026-03-25,403,2,26.7,5.32,3.84,泌乳中期
19498,2026-03-05,404,2,25.8,4.23,3.16,泌乳中期
19499,2026-03-15,404,2,26.6,4.07,3.18,泌乳中期
19500,2026-03-25,404,2,27.7,3.92,3.16,泌乳中期
19501,2026-03-05,405,2,32.9,3.73,3.16,泌乳中期
19502,2026-03-15,405,2,30.2,3.98,3.25,泌乳中期
19503,2026-03-25,405,2,33.1,3.97,3.14,泌乳中期
19504,2026-03-05,406,2,30.1,3.69,3.15,泌乳初期
19505,2026-03-15,406,2,31.3,3.81,3.19,泌乳初期
19506,2026-03-25,406,2,30.7,3.78,3.28,泌乳初期
19507,2026-03-05,408,2,19.3,4.26,3.19,泌乳后期
19508,2026-03-15,408,2,17.3,4.15,3.34,泌乳后期
19509,2026-03-25,408,2,18.9,4.07,3.32,泌乳后期
19510,2026-03-05,409,2,20.4,5.54,3.71,泌乳后期
19511,2026-03-15,409,2,18.6,5.22,3.87,泌乳后期
19512,2026-03-25,409,2,19.1,5.34,4.01,泌乳后期
19513,2026-03-05,410,2,20.3,4.06,3.3,泌乳后期
19514,2026-03-15,410,2,19.1,4.11,3.28,泌乳后期
19515,2026-03-25,410,2,19.1,3.92,3.44,泌乳后期
19516,2026-03-05,411,2,19.0,4.39,3.43,泌乳中期
19517,2026-03-15,411,2,19.4,4.23,3.32,泌乳中期
19518,2026-03-25,411,2,18.6,4.38,3.45,泌乳中期
19519,2026-03-05,412,2,16.0,4.38,3.53,泌乳后期
19520,2026-03-15,412,2,16.1,4.62,3.52,泌乳后期
19521,2026-03-25,412,2,14.8,4.5,3.48,泌乳后期
19522,2026-03-05,414,2,25.8,3.96,3.28,泌乳中期
19523,2026-03-15,414,2,26.9,3.96,3.25,泌乳中期
19524,2026-03-25,414,2,28.7,4.01,3.27,泌乳中期
19525,2026-03-05,416,2,22.5,4.08,3.35,泌乳后期
19526,2026-03-15,416,2,22.5,4.02,3.32,泌乳后期
19527,2026-03-25,416,2,23.5,4.05,3.36,泌乳后期
19528,2026-03-05,417,2,27.1,5.15,3.91,泌乳中期
19529,2026-03-15,417,2,27.5,5.23,3.85,泌乳中期
19530,2026-03-25,417,2,25.8,5.19,3.74,泌乳中期
19531,2026-03-05,418,2,30.3,3.67,3.32,泌乳中期
19532,2026-03-15,418,2,31.4,4.0,3.2,泌乳中期
19533,2026-03-25,418,2,31.2,3.92,3.42,泌乳中期
19534,2026-03-05,419,2,16.1,4.32,3.62,泌乳后期
19535,2026-03-15,419,2,16.1,4.3,3.43,泌乳后期
19536,2026-03-25,419,2,15.1,4.45,3.47,泌乳后期
19537,2026-03-05,421,2,20.6,4.44,3.46,泌乳初期
19538,2026-03-15,421,2,21.8,4.49,3.4,泌乳初期
19539,2026-03-25,421,2,20.6,4.33,3.54,泌乳初期
19540,2026-03-05,422,2,27.6,3.74,3.38,泌乳中期
19541,2026-03-15,422,2,28.8,3.92,3.25,泌乳中期
19542,2026-03-25,422,2,28.3,3.79,3.25,泌乳中期
19543,2026-03-05,423,2,28.1,4.11,3.28,泌乳初期
19544,2026-03-15,423,2,28.0,3.83,3.29,泌乳初期
19545,2026-03-25,423,2,27.1,3.84,3.29,泌乳初期
19546,2026-03-05,424,2,31.5,3.92,3.23,泌乳中期
19547,2026-03-15,424,2,33.3,3.78,3.17,泌乳中期
19548,2026-03-25,424,2,32.1,3.85,3.12,泌乳中期
19549,2026-03-05,425,2,21.5,4.33,3.45,泌乳中期
19550,2026-03-15,425,2,21.8,4.32,3.42,泌乳中期
19551,2026-03-25,425,2,22.3,4.42,3.39,泌乳中期
19552,2026-03-05,426,2,15.5,4.27,3.52,泌乳后期
19553,2026-03-15,426,2,16.0,4.54,3.47,泌乳后期
19554,2026-03-25,426,2,16.1,4.31,3.59,泌乳后期
19555,2026-03-05,427,2,19.1,4.2,3.43,泌乳中期
19556,2026-03-15,427,2,21.3,4.41,3.44,泌乳中期
19557,2026-03-25,427,2,19.1,4.31,3.45,泌乳中期
19558,2026-03-05,430,2,18.4,5.31,3.84,泌乳后期
19559,2026-03-15,430,2,17.7,5.33,3.84,泌乳后期
19560,2026-03-25,430,2,18.5,5.33,3.84,泌乳后期
19561,2026-03-05,431,2,16.9,5.64,3.82,泌乳后期
19562,2026-03-15,431,2,17.8,5.41,3.78,泌乳后期
19563,2026-03-25,431,2,17.5,5.5,3.78,泌乳后期
19564,2026-03-05,432,2,18.0,4.09,3.45,泌乳中期
19565,2026-03-15,432,2,19.9,4.37,3.46,泌乳中期
19566,2026-03-25,432,2,19.7,4.52,3.47,泌乳中期
19567,2026-03-05,434,2,27.1,3.78,3.4,泌乳中期
19568,2026-03-15,434,2,27.0,3.84,3.24,泌乳中期
19569,2026-03-25,434,2,29.3,3.75,3.23,泌乳中期
19570,2026-03-05,435,2,30.7,3.73,3.33,泌乳中期
19571,2026-03-15,435,2,29.0,3.84,3.24,泌乳中期
19572,2026-03-25,435,2,30.6,3.83,3.17,泌乳中期
19573,2026-03-05,436,2,22.8,4.1,3.21,泌乳后期
19574,2026-03-15,436,2,22.8,3.9,3.26,泌乳后期
19575,2026-03-25,436,2,24.3,3.84,3.34,泌乳后期
19576,2026-03-05,437,2,24.2,3.91,3.29,泌乳初期
19577,2026-03-15,437,2,26.5,3.89,3.2,泌乳初期
19578,2026-03-25,437,2,26.0,3.91,3.25,泌乳初期
19579,2026-03-05,438,2,20.6,4.35,3.45,泌乳中期
19580,2026-03-15,438,2,22.7,4.14,3.31,泌乳中期
19581,2026-03-25,438,2,22.5,4.29,3.55,泌乳中期
19582,2026-03-05,439,2,24.5,4.93,3.77,泌乳初期
19583,2026-03-15,439,2,25.0,5.34,3.83,泌乳初期
19584,2026-03-25,439,2,24.5,5.2,3.74,泌乳初期
19585,2026-03-05,440,2,19.9,4.1,3.39,泌乳后期
19586,2026-03-15,440,2,19.1,4.04,3.29,泌乳后期
19587,2026-03-25,440,2,17.3,4.15,3.23,泌乳后期
19588,2026-03-05,441,2,30.0,3.85,3.21,泌乳初期
19589,2026-03-15,441,2,29.9,3.82,3.22,泌乳初期
19590,2026-03-25,441,2,29.6,3.95,3.14,泌乳初期
19591,2026-03-05,442,2,29.8,3.68,3.33,泌乳初期
19592,2026-03-15,442,2,28.9,3.67,3.29,泌乳初期
19593,2026-03-25,442,2,28.2,3.94,3.21,泌乳初期
19594,2026-03-05,443,2,19.8,5.46,3.87,泌乳初期
19595,2026-03-15,443,2,20.2,5.38,3.82,泌乳初期
19596,2026-03-25,443,2,20.7,5.19,3.9,泌乳初期
19597,2026-03-05,444,2,32.0,3.89,3.32,泌乳中期
19598,2026-03-15,444,2,30.8,3.92,3.16,泌乳中期
19599,2026-03-25,444,2,29.4,3.8,3.33,泌乳中期
19600,2026-03-05,446,2,15.5,5.47,3.84,泌乳后期
19601,2026-03-15,446,2,17.1,5.29,3.97,泌乳后期
19602,2026-03-25,446,2,15.6,5.31,3.89,泌乳后期
19603,2026-03-05,447,2,19.7,4.36,3.51,泌乳初期
19604,2026-03-15,447,2,21.1,4.16,3.43,泌乳初期
19605,2026-03-25,447,2,21.3,4.23,3.41,泌乳初期
19606,2026-03-05,448,2,31.6,3.62,3.32,泌乳中期
19607,2026-03-15,448,2,31.1,3.54,3.27,泌乳中期
19608,2026-03-25,448,2,30.5,3.66,3.09,泌乳中期
19609,2026-03-05,449,2,18.3,4.14,3.26,泌乳后期
19610,2026-03-15,449,2,19.1,4.05,3.35,泌乳后期
19611,2026-03-25,449,2,20.1,4.09,3.49,泌乳后期
19612,2026-03-05,451,2,26.7,4.93,3.78,泌乳中期
19613,2026-03-15,451,2,25.6,5.23,3.99,泌乳中期
19614,2026-03-25,451,2,25.9,5.09,3.73,泌乳中期
19615,2026-03-05,452,2,33.3,3.92,3.2,泌乳中期
19616,2026-03-15,452,2,31.5,3.86,3.0,泌乳中期
19617,2026-03-25,452,2,32.1,3.89,3.29,泌乳中期
19618,2026-03-05,453,2,27.6,3.87,3.2,泌乳中期
19619,2026-03-15,453,2,26.1,4.13,3.38,泌乳中期
19620,2026-03-25,453,2,29.3,3.78,3.16,泌乳中期
19621,2026-03-05,454,2,31.4,3.87,3.26,泌乳中期
19622,2026-03-15,454,2,31.4,3.91,3.2,泌乳中期
19623,2026-03-25,454,2,32.2,3.87,3.33,泌乳中期
19624,2026-03-05,455,2,20.5,3.95,3.42,泌乳后期
19625,2026-03-15,455,2,18.9,4.0,3.3,泌乳后期
19626,2026-03-25,455,2,18.2,4.07,3.42,泌乳后期
19627,2026-03-05,456,2,28.8,3.75,3.15,泌乳中期
19628,2026-03-15,456,2,29.6,3.8,3.19,泌乳中期
19629,2026-03-25,456,2,30.4,3.65,3.25,泌乳中期
19630,2026-03-05,458,2,19.7,5.56,3.89,泌乳后期
19631,2026-03-15,458,2,17.7,5.27,3.83,泌乳后期
19632,2026-03-25,458,2,20.3,5.41,3.93,泌乳后期
19633,2026-03-05,459,2,18.1,5.52,3.99,泌乳后期
19634,2026-03-15,459,2,18.1,5.3,3.79,泌乳后期
19635,2026-03-25,459,2,17.6,5.35,3.92,泌乳后期
19636,2026-03-05,460,2,25.6,5.34,3.85,泌乳中期
19637,2026-03-15,460,2,25.6,5.21,3.89,泌乳中期
19638,2026-03-25,460,2,25.7,5.14,3.84,泌乳中期
19639,2026-03-05,461,2,29.2,3.86,3.27,泌乳初期
19640,2026-03-15,461,2,29.3,3.88,3.2,泌乳初期
19641,2026-03-25,461,2,28.0,3.83,3.3,泌乳初期
19642,2026-03-05,462,2,24.5,4.05,3.17,泌乳初期
19643,2026-03-15,462,2,24.6,3.93,3.15,泌乳初期
19644,2026-03-25,462,2,24.4,4.01,3.28,泌乳初期
19645,2026-03-05,464,2,32.5,3.92,3.33,泌乳中期
19646,2026-03-15,464,2,32.1,3.77,3.2,泌乳中期
19647,2026-03-25,464,2,32.5,3.73,3.25,泌乳中期
19648,2026-03-05,466,2,31.2,3.87,3.14,泌乳中期
19649,2026-03-15,466,2,28.7,3.99,3.22,泌乳中期
19650,2026-03-25,466,2,28.6,3.95,3.3,泌乳中期
19651,2026-03-05,467,2,32.7,3.64,3.28,泌乳中期
19652,2026-03-15,467,2,32.0,3.94,3.15,泌乳中期
19653,2026-03-25,467,2,31.1,3.71,3.26,泌乳中期
19654,2026-03-05,468,2,13.5,4.74,3.48,泌乳后期
19655,2026-03-15,468,2,14.1,4.48,3.47,泌乳后期
19656,2026-03-25,468,2,13.2,4.36,3.55,泌乳后期
19657,2026-03-05,469,2,23.0,4.16,3.44,泌乳中期
19658,2026-03-15,469,2,23.9,4.16,3.4,泌乳中期
19659,2026-03-25,469,2,23.7,4.14,3.4,泌乳中期
19660,2026-03-05,470,2,18.6,3.86,3.38,泌乳后期
19661,2026-03-15,470,2,18.7,4.03,3.36,泌乳后期
19662,2026-03-25,470,2,20.1,4.02,3.26,泌乳后期
19663,2026-03-05,471,2,28.4,3.77,3.16,泌乳初期
19664,2026-03-15,471,2,26.8,3.92,3.41,泌乳初期
19665,2026-03-25,471,2,28.7,3.74,3.23,泌乳初期
19666,2026-03-05,472,2,23.4,4.05,3.25,泌乳后期
19667,2026-03-15,472,2,23.2,3.83,3.18,泌乳后期
19668,2026-03-25,472,2,23.2,3.87,3.32,泌乳后期
19669,2026-03-05,473,2,26.0,4.02,3.15,泌乳初期
19670,2026-03-15,473,2,25.5,3.95,3.27,泌乳初期
19671,2026-03-25,473,2,24.8,3.93,3.31,泌乳初期
19672,2026-03-05,474,2,22.0,3.75,3.34,泌乳后期
19673,2026-03-15,474,2,22.2,4.04,3.23,泌乳后期
19674,2026-03-25,474,2,21.5,4.14,3.23,泌乳后期
19675,2026-03-05,476,2,22.3,3.98,3.3,泌乳后期
19676,2026-03-15,476,2,21.7,3.99,3.39,泌乳后期
19677,2026-03-25,476,2,20.0,3.98,3.37,泌乳后期
19678,2026-03-05,477,2,21.2,4.14,3.45,泌乳初期
19679,2026-03-15,477,2,22.2,4.08,3.53,泌乳初期
19680,2026-03-25,477,2,20.4,4.35,3.53,泌乳初期
19681,2026-03-05,478,2,21.7,3.94,3.36,泌乳后期
19682,2026-03-15,478,2,20.2,4.32,3.33,泌乳后期
19683,2026-03-25,478,2,20.8,4.18,3.39,泌乳后期
19684,2026-03-05,479,2,22.5,3.97,3.26,泌乳后期
19685,2026-03-15,479,2,21.7,3.99,3.21,泌乳后期
19686,2026-03-25,479,2,20.8,4.13,3.42,泌乳后期
19687,2026-03-05,480,2,23.0,5.22,3.87,泌乳中期
19688,2026-03-15,480,2,24.8,5.3,3.81,泌乳中期
19689,2026-03-25,480,2,25.8,5.17,3.83,泌乳中期
19690,2026-03-05,481,2,28.4,3.74,3.23,泌乳初期
19691,2026-03-15,481,2,27.8,3.85,3.27,泌乳初期
19692,2026-03-25,481,2,27.2,4.07,3.29,泌乳初期
19693,2026-03-05,482,2,19.4,3.83,3.24,泌乳后期
19694,2026-03-15,482,2,19.2,3.93,3.25,泌乳后期
19695,2026-03-25,482,2,20.2,3.99,3.27,泌乳后期
19696,2026-03-05,483,2,23.7,5.22,3.88,泌乳中期
19697,2026-03-15,483,2,22.7,5.46,3.78,泌乳中期
19698,2026-03-25,483,2,23.8,5.38,3.7,泌乳中期
19699,2026-03-05,484,2,24.3,5.22,3.85,泌乳初期
19700,2026-03-15,484,2,25.4,5.13,3.86,泌乳初期
19701,2026-03-25,484,2,26.2,4.98,3.72,泌乳初期
19702,2026-03-05,485,2,23.2,4.03,3.2,泌乳后期
19703,2026-03-15,485,2,20.9,4.18,3.35,泌乳后期
19704,2026-03-25,485,2,20.3,4.23,3.26,泌乳后期
19705,2026-03-05,486,2,16.2,4.42,3.5,泌乳初期
19706,2026-03-15,486,2,18.8,4.24,3.45,泌乳初期
19707,2026-03-25,486,2,17.3,4.62,3.46,泌乳初期
19708,2026-03-05,487,2,22.2,4.01,3.22,泌乳后期
19709,2026-03-15,487,2,21.0,4.1,3.3,泌乳后期
19710,2026-03-25,487,2,21.8,4.07,3.3,泌乳后期
19711,2026-03-05,490,2,14.5,4.52,3.4,泌乳后期
19712,2026-03-15,490,2,14.7,4.34,3.65,泌乳后期
19713,2026-03-25,490,2,14.4,4.47,3.58,泌乳后期
19714,2026-03-05,492,2,29.9,3.91,3.22,泌乳初期
19715,2026-03-15,492,2,28.8,3.91,3.29,泌乳初期
19716,2026-03-25,492,2,29.9,3.89,3.32,泌乳初期
19717,2026-03-05,494,2,26.7,3.91,3.24,泌乳初期
19718,2026-03-15,494,2,27.5,3.79,3.15,泌乳初期
19719,2026-03-25,494,2,26.7,4.06,3.28,泌乳初期
19720,2026-03-05,495,2,26.3,3.98,3.21,泌乳中期
19721,2026-03-15,495,2,26.8,3.87,3.27,泌乳中期
19722,2026-03-25,495,2,26.4,3.81,3.36,泌乳中期
19723,2026-03-05,496,2,21.9,3.95,3.34,泌乳后期
19724,2026-03-15,496,2,19.9,4.06,3.32,泌乳后期
19725,2026-03-25,496,2,21.9,3.94,3.4,泌乳后期
19726,2026-03-05,497,2,17.4,4.55,3.41,泌乳初期
19727,2026-03-15,497,2,18.6,4.56,3.47,泌乳初期
19728,2026-03-25,497,2,17.0,4.36,3.46,泌乳初期
19729,2026-03-05,498,2,29.8,3.74,3.25,泌乳初期
19730,2026-03-15,498,2,29.9,3.94,3.14,泌乳初期
19731,2026-03-25,498,2,29.3,3.83,3.18,泌乳初期
19732,2026-03-05,499,2,28.3,3.84,3.23,泌乳初期
19733,2026-03-15,499,2,29.5,3.84,3.15,泌乳初期
19734,2026-03-25,499,2,30.3,3.81,3.13,泌乳初期
19735,2026-03-05,500,2,31.1,3.73,3.26,泌乳初期
19736,2026-03-15,500,2,29.5,3.82,3.29,泌乳初期
19737,2026-03-25,500,2,29.9,3.85,3.2,泌乳初期
19738,2026-03-05,501,2,27.5,3.96,3.18,泌乳中期
19739,2026-03-15,501,2,29.6,3.78,3.22,泌乳中期
19740,2026-03-25,501,2,30.3,3.84,3.13,泌乳中期
19741,2026-03-05,502,2,21.1,5.18,3.83,泌乳中期
19742,2026-03-15,502,2,21.1,5.33,3.77,泌乳中期
19743,2026-03-25,502,2,23.7,5.5,3.8,泌乳中期
19744,2026-03-05,504,2,27.4,3.82,3.26,泌乳初期
19745,2026-03-15,504,2,27.3,3.9,3.35,泌乳初期
19746,2026-03-25,504,2,27.0,3.89,3.17,泌乳初期
19747,2026-03-05,505,2,21.2,4.0,3.21,泌乳后期
19748,2026-03-15,505,2,20.9,4.13,3.37,泌乳后期
19749,2026-03-25,505,2,23.1,4.02,3.21,泌乳后期
19750,2026-03-05,508,2,20.2,4.03,3.44,泌乳后期
19751,2026-03-15,508,2,19.4,4.2,3.37,泌乳后期
19752,2026-03-25,508,2,19.5,3.9,3.17,泌乳后期
19753,2026-03-05,509,2,33.8,4.08,3.08,泌乳中期
19754,2026-03-15,509,2,32.3,3.81,3.24,泌乳中期
19755,2026-03-25,509,2,33.3,3.69,3.19,泌乳中期
19756,2026-03-05,510,2,28.5,3.74,3.21,泌乳初期
19757,2026-03-15,510,2,28.4,4.06,3.29,泌乳初期
19758,2026-03-25,510,2,28.8,3.88,3.28,泌乳初期
19759,2026-03-05,511,2,32.3,3.76,3.2,泌乳中期
19760,2026-03-15,511,2,28.9,3.97,3.27,泌乳中期
19761,2026-03-25,511,2,32.8,4.01,3.31,泌乳中期
19762,2026-03-05,512,2,27.1,3.88,3.24,泌乳中期
19763,2026-03-15,512,2,27.0,4.02,3.36,泌乳中期
19764,2026-03-25,512,2,25.0,3.73,3.37,泌乳中期
19765,2026-03-05,514,2,29.0,3.9,3.18,泌乳中期
19766,2026-03-15,514,2,30.1,3.88,3.07,泌乳中期
19767,2026-03-25,514,2,30.8,3.64,3.28,泌乳中期
19768,2026-03-05,515,2,24.0,3.86,3.22,泌乳后期
19769,2026-03-15,515,2,23.6,3.83,3.27,泌乳后期
19770,2026-03-25,515,2,23.2,4.02,3.2,泌乳后期
19771,2026-03-05,517,2,31.0,3.99,3.26,泌乳中期
19772,2026-03-15,517,2,33.0,3.87,3.24,泌乳中期
19773,2026-03-25,517,2,33.0,3.7,3.18,泌乳中期
19774,2026-03-05,518,2,17.9,5.37,3.83,泌乳后期
19775,2026-03-15,518,2,18.7,5.32,3.92,泌乳后期
19776,2026-03-25,518,2,18.7,5.41,3.87,泌乳后期
19777,2026-03-05,522,2,32.7,3.7,3.2,泌乳中期
19778,2026-03-15,522,2,32.6,3.84,3.27,泌乳中期
19779,2026-03-25,522,2,29.6,3.58,3.16,泌乳中期
19780,2026-03-05,523,2,23.9,4.16,3.23,泌乳初期
19781,2026-03-15,523,2,23.8,4.01,3.36,泌乳初期
19782,2026-03-25,523,2,23.8,3.98,3.23,泌乳初期
19783,2026-03-05,524,2,28.0,3.94,3.15,泌乳中期
19784,2026-03-15,524,2,33.3,3.8,3.09,泌乳中期
19785,2026-03-25,524,2,31.2,3.83,3.05,泌乳中期
19786,2026-03-05,525,2,23.7,3.68,3.35,泌乳后期
19787,2026-03-15,525,2,22.6,4.0,3.32,泌乳后期
19788,2026-03-25,525,2,23.7,4.05,3.31,泌乳后期
19789,2026-03-05,526,2,21.7,4.37,3.35,泌乳中期
19790,2026-03-15,526,2,23.5,4.24,3.42,泌乳中期
19791,2026-03-25,526,2,20.7,4.42,3.6,泌乳中期
