id,cattle_code,breed,parity,barn,farm_id
1083,F005-C0163,荷斯坦,4,牛舍E,5
1084,F005-C0164,荷斯坦,2,牛舍B,5
1085,F005-C0165,西门塔尔,2,牛舍C,5
1086,F005-C0166,荷斯坦,1,牛舍F,5
1087,F005-C0167,荷斯坦,1,牛舍D,5
1088,F005-C0168,西门塔尔,2,牛舍D,5
1089,F005-C0169,荷斯坦,4,牛舍F,5
1090,F005-C0170,荷斯坦,2,牛舍A,5
1091,F006-C0001,荷斯坦,4,牛舍E,6
1092,F006-C0002,荷斯坦,4,牛舍E,6
1093,F006-C0003,荷斯坦,2,牛舍C,6
1094,F006-C0004,西门塔尔,4,牛舍D,6
1095,F006-C0005,荷斯坦,3,牛舍D,6
1096,F006-C0006,荷斯坦,3,牛舍A,6
1097,F006-C0007,西门塔尔,1,牛舍C,6
1098,F006-C0008,西门塔尔,4,牛舍C,6
1099,F006-C0009,荷斯坦,3,牛舍A,6
1100,F006-C0010,荷斯坦,4,牛舍F,6
1101,F006-C0011,荷斯坦,1,牛舍B,6
1102,F006-C0012,荷斯坦,4,牛舍B,6
1103,F006-C0013,西门塔尔,1,牛舍C,6
1104,F006-C0014,西门塔尔,1,牛舍F,6
1105,F006-C0015,荷斯坦,1,牛舍D,6
1106,F006-C0016,荷斯坦,4,牛舍B,6
1107,F006-C0017,荷斯坦,3,牛舍E,6
1108,F006-C0018,西门塔尔,2,牛舍E,6
1109,F006-C0019,娟姗,1,牛舍E,6
1110,F006-C0020,西门塔尔,1,牛舍D,6
1111,F006-C0021,荷斯坦,4,牛舍E,6
1112,F006-C0022,荷斯坦,3,牛舍F,6
1113,F006-C0023,荷斯坦,2,牛舍C,6
1114,F006-C0024,荷斯坦,1,牛舍D,6
1115,F006-C0025,西门塔尔,3,牛舍C,6
1116,F006-C0026,西门塔尔,4,牛舍F,6
1117,F006-C0027,娟姗,3,牛舍B,6
1118,F006-C0028,荷斯坦,2,牛舍C,6
1119,F006-C0029,荷斯坦,3,牛舍B,6
1120,F006-C0030,荷斯坦,3,牛舍F,6
1121,F006-C0031,西门塔尔,3,牛舍E,6
1122,F006-C0032,娟姗,3,牛舍F,6
1123,F006-C0033,娟姗,2,牛舍D,6
1124,F006-C0034,荷斯坦,1,牛舍D,6
1125,F006-C0035,荷斯坦,1,牛舍C,6
1126,F006-C0036,西门塔尔,4,牛舍F,6
1127,F006-C0037,荷斯坦,1,牛舍C,6
1128,F006-C0038,西门塔尔,1,牛舍D,6
1129,F006-C0039,荷斯坦,3,牛舍E,6
1130,F006-C0040,荷斯坦,3,牛舍D,6
1131,F006-C0041,荷斯坦,3,牛舍F,6
1132,F006-C0042,荷斯坦,1,牛舍D,6
1133,F006-C0043,荷斯坦,3,牛舍F,6
1134,F006-C0044,娟姗,1,牛舍F,6
1135,F006-C0045,荷斯坦,4,牛舍D,6
1136,F006-C0046,荷斯坦,3,牛舍F,6
1137,F006-C0047,荷斯坦,3,牛舍F,6
1138,F006-C0048,荷斯坦,3,牛舍B,6
1139,F006-C0049,荷斯坦,4,牛舍A,6
1140,F006-C0050,娟姗,3,牛舍A,6
1141,F006-C0051,荷斯坦,2,牛舍C,6
1142,F006-C0052,荷斯坦,4,牛舍A,6
1143,F006-C0053,荷斯坦,4,牛舍A,6
1144,F006-C0054,娟姗,3,牛舍F,6
1145,F006-C0055,西门塔尔,2,牛舍E,6
1146,F006-C0056,荷斯坦,3,牛舍C,6
1147,F006-C0057,荷斯坦,1,牛舍A,6
1148,F006-C0058,荷斯坦,2,牛舍E,6
1149,F006-C0059,荷斯坦,1,牛舍B,6
1150,F006-C0060,荷斯坦,2,牛舍B,6
1151,F006-C0061,荷斯坦,2,牛舍E,6
1152,F006-C0062,西门塔尔,3,牛舍A,6
1153,F006-C0063,荷斯坦,1,牛舍F,6
1154,F006-C0064,娟姗,1,牛舍A,6
1155,F006-C0065,娟姗,2,牛舍A,6
1156,F006-C0066,荷斯坦,3,牛舍A,6
1157,F006-C0067,西门塔尔,2,牛舍E,6
1158,F006-C0068,荷斯坦,2,牛舍F,6
1159,F006-C0069,荷斯坦,1,牛舍A,6
1160,F006-C0070,娟姗,3,牛舍E,6
1161,F006-C0071,荷斯坦,1,牛舍F,6
1162,F006-C0072,荷斯坦,3,牛舍A,6
1163,F006-C0073,荷斯坦,3,牛舍F,6
1164,F006-C0074,荷斯坦,4,牛舍A,6
1165,F006-C0075,荷斯坦,1,牛舍F,6
1166,F006-C0076,荷斯坦,1,牛舍B,6
1167,F006-C0077,荷斯坦,1,牛舍B,6
1168,F006-C0078,荷斯坦,2,牛舍D,6
1169,F006-C0079,荷斯坦,2,牛舍A,6
1170,F006-C0080,荷斯坦,3,牛舍A,6
1171,F006-C0081,西门塔尔,1,牛舍A,6
1172,F006-C0082,娟姗,1,牛舍F,6
1173,F006-C0083,荷斯坦,2,牛舍D,6
1174,F006-C0084,荷斯坦,3,牛舍D,6
1175,F006-C0085,荷斯坦,1,牛舍D,6
1176,F006-C0086,西门塔尔,2,牛舍F,6
1177,F006-C0087,荷斯坦,4,牛舍F,6
1178,F006-C0088,荷斯坦,4,牛舍E,6
1179,F006-C0089,荷斯坦,1,牛舍A,6
1180,F006-C0090,荷斯坦,2,牛舍A,6
1181,F006-C0091,荷斯坦,3,牛舍F,6
1182,F006-C0092,荷斯坦,4,牛舍E,6
1183,F006-C0093,荷斯坦,1,牛舍C,6
1184,F006-C0094,荷斯坦,3,牛舍E,6
1185,F006-C0095,荷斯坦,3,牛舍E,6
1186,F006-C0096,荷斯坦,1,牛舍F,6
1187,F006-C0097,荷斯坦,1,牛舍E,6
1188,F006-C0098,娟姗,2,牛舍F,6
1189,F006-C0099,荷斯坦,2,牛舍A,6
1190,F006-C0100,荷斯坦,2,牛舍E,6
1191,F006-C0101,荷斯坦,3,牛舍E,6
1192,F006-C0102,荷斯坦,2,牛舍D,6
1193,F006-C0103,荷斯坦,1,牛舍B,6
1194,F006-C0104,西门塔尔,2,牛舍C,6
1195,F006-C0105,荷斯坦,2,牛舍D,6
1196,F006-C0106,荷斯坦,3,牛舍D,6
1197,F006-C0107,荷斯坦,3,牛舍A,6
1198,F006-C0108,荷斯坦,4,牛舍E,6
1199,F006-C0109,荷斯坦,4,牛舍A,6
1200,F006-C0110,荷斯坦,1,牛舍E,6
